symbol,date,premium_score,risk_score,quadrant,spot,expiration_14,premium_atm_14,iv_atm_14,premium_slight_14,iv_slight_14,premium_moderate_14,iv_moderate_14,premium_far_14,iv_far_14,expiration_30,premium_atm_30,iv_atm_30,premium_slight_30,iv_slight_30,premium_moderate_30,iv_moderate_30,premium_far_30,iv_far_30,expiration_45,premium_atm_45,iv_atm_45,premium_slight_45,iv_slight_45,premium_moderate_45,iv_moderate_45,premium_far_45,iv_far_45,expiration_over60_1,premium_atm_over60_1,iv_atm_over60_1,premium_slight_over60_1,iv_slight_over60_1,premium_moderate_over60_1,iv_moderate_over60_1,premium_far_over60_1,iv_far_over60_1,expiration_over60_2,premium_atm_over60_2,iv_atm_over60_2,premium_slight_over60_2,iv_slight_over60_2,premium_moderate_over60_2,iv_moderate_over60_2,premium_far_over60_2,iv_far_over60_2,straddle_14,put_atm_14,call_atm_14,prem_per_iv_primary_14,prem_per_iv_sec_14,prem_per_hv30_14,straddle_30,put_atm_30,call_atm_30,prem_per_iv_primary_30,prem_per_iv_sec_30,prem_per_hv30_30,straddle_45,put_atm_45,call_atm_45,prem_per_iv_primary_45,prem_per_iv_sec_45,prem_per_hv30_45,straddle_over60_1,put_atm_over60_1,call_atm_over60_1,prem_per_iv_primary_over60_1,prem_per_iv_sec_over60_1,prem_per_hv30_over60_1,straddle_over60_2,put_atm_over60_2,call_atm_over60_2,prem_per_iv_primary_over60_2,prem_per_iv_sec_over60_2,prem_per_hv30_over60_2,HV_20,HV_30,HV_60,atm_iv_14,ratio_14,spread_14,signal_14,atm_iv_30,ratio_30,spread_30,signal_30,atm_iv_45,ratio_45,spread_45,signal_45,atm_iv_over60_1,ratio_over60_1,spread_over60_1,signal_over60_1,atm_iv_over60_2,ratio_over60_2,spread_over60_2,signal_over60_2,spike_count_30,spike_ratio_30,avg_spike_pct_30,max_spike_pct_30,spike_signal_30,spike_count_60,spike_ratio_60,avg_spike_pct_60,max_spike_pct_60,spike_signal_60,relative_vol_spy,relative_vol_qqq,straddle_14.0,put_atm_14.0,call_atm_14.0,prem_per_iv_primary_14.0,prem_per_iv_sec_14.0,prem_per_hv30_14.0,straddle_30.0,put_atm_30.0,call_atm_30.0,prem_per_iv_primary_30.0,prem_per_iv_sec_30.0,prem_per_hv30_30.0,straddle_45.0,put_atm_45.0,call_atm_45.0,prem_per_iv_primary_45.0,prem_per_iv_sec_45.0,prem_per_hv30_45.0,premium_slope,iv_slope,slope_divergence,wp_14,wp_30,wp_45,wp_over60_1,wp_over60_2,premium_slope_pct,iv_slope_pct,slope_div_pct,prem_efficiency_signal_14,prem_efficiency_signal_30,prem_efficiency_signal_45,prem_efficiency_signal_over60_1,prem_efficiency_signal_over60_2,spike_score_universe,spike_pct_universe,spike_signal_universe,HV_30_pct,relative_vol_spy_pct,relative_vol_qqq_pct
VWO,3/27/26,-0.1028,-0.5286,Q3 Low Premium  / Low Risk,52.49,4/17/26,2.4433,31.731,1.8099,36.6085,1.2621,43.438,,,4/17/26,2.4433,31.731,1.8099,36.6085,1.2621,43.438,,,5/15/26,3.6705,31.731,2.9529,35.9587,1.4765,33.682,0.9526,39.536,6/18/26,4.2961,30.5112,3.6039,32.0563,2.0163,33.357,1.159,36.2833,9/18/26,5.1597,28.6417,5.1629,32.7066,3.9055,38.56,1.3336,36.609,5.43,2.44,2.99,0.5933,0.077,0.1055,5.43,2.44,2.99,0.5933,0.077,0.1055,6.96,3.67,3.29,0.4974,0.1157,0.1585,7.45,4.3,3.16,0.4257,0.1408,0.1855,9.36,5.16,4.2,0.3921,0.1801,0.2227,0.2646,0.2316,0.1977,0.3173,1.37,0.0857,Rich Vol,0.3173,1.37,0.0857,Rich Vol,0.3173,1.37,0.0857,Rich Vol,0.3051,1.317,0.0735,Rich Vol,0.2864,1.236,0.0548,Rich Vol,1,0.73,3.57,3.57,Normal,3,1.1,3.03,3.57,Normal,1.65,1.31,,,,,,,,,,,,,,,,,,,0.040078,-0.000417,0.040496,2.3166,2.3166,3.527,4.1577,5.1603,0.212,0.292,0.215,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,1.2779,0.208,Normal,0.22,0.22,0.223
BA,3/27/26,-0.1033,-0.4768,Q3 Low Premium  / Low Risk,190.52,4/10/26,2.4696,39.5357,2.0147,42.7877,0.9986,44.4135,0.4794,60.3483,4/17/26,3.2267,41.2428,2.3095,44.0887,1.4316,45.877,0.5583,51.9742,5/15/26,4.8228,42.4623,3.8316,44.7387,2.0536,47.3405,0.9185,50.9987,6/18/26,5.5552,40.0238,5.1132,42.7873,2.7819,44.4137,1.1442,48.5112,7/17/26,7.0273,39.536,5.462,41.4868,2.83,43.438,1.1516,46.1696,4.15,2.47,1.68,0.4456,0.0625,0.0768,6.2,3.23,2.97,0.5205,0.0782,0.1003,8.03,4.82,3.21,0.429,0.1136,0.1499,9,5.56,3.45,0.392,0.1388,0.1727,12.8,7.03,5.77,0.4856,0.1777,0.2185,0.3709,0.3217,0.304,0.3954,1.229,0.0737,Rich Vol,0.4124,1.282,0.0907,Rich Vol,0.4246,1.32,0.1029,Rich Vol,0.4002,1.244,0.0786,Rich Vol,0.3954,1.229,0.0737,Rich Vol,1,0.73,4.46,4.46,Normal,3,1.1,4.41,4.79,Normal,2.3,1.82,,,,,,,,,,,,,,,,,,,0.058366,-9.90E-05,0.058465,2.3786,3.0433,4.6246,5.4668,6.7142,0.541,0.489,0.537,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,1.4469,0.256,Normal,0.491,0.493,0.492
HLT,3/27/26,-0.1064,-0.7878,Q3 Low Premium  / Low Risk,294.04,4/10/26,2.2153,35.6332,1.6183,38.235,1.1903,39.536,,,4/17/26,2.9363,37.1942,2.1213,39.0478,1.2031,41.487,0.5697,48.804,5/15/26,4.3514,37.0965,3.3329,39.536,2.066,41.9745,1.1903,44.414,6/18/26,4.7023,33.682,3.724,36.6085,2.2531,40.5115,0.9182,45.1455,7/17/26,5.4618,33.3573,4.4127,35.1455,2.7377,38.56,1.0288,42.8526,4.62,2.22,2.41,0.5506,0.0622,0.0925,5.5,2.94,2.57,0.5124,0.0789,0.1226,8.66,4.35,4.31,0.5294,0.1173,0.1817,8.52,4.7,3.82,0.4408,0.1396,0.1964,9.91,5.46,4.45,0.4456,0.1637,0.2281,0.2585,0.2395,0.2343,0.3563,1.488,0.1169,Rich Vol,0.3719,1.553,0.1325,Very Rich Vol,0.371,1.549,0.1315,Very Rich Vol,0.3368,1.407,0.0973,Rich Vol,0.3336,1.393,0.0941,Rich Vol,0,0,0,2.88,Normal,2,0.73,3.36,3.68,Normal,1.71,1.35,,,,,,,,,,,,,,,,,,,0.041712,-0.000445,0.042158,2.0959,2.7733,4.1477,4.5066,5.252,0.239,0.282,0.239,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,0.338,0.036,Normal,0.246,0.247,0.245
REGN,3/27/26,-0.1067,-0.4208,Q3 Low Premium  / Low Risk,737.71,4/10/26,2.4688,38.0181,1.8273,41.0966,,,0.5151,38.56,4/17/26,2.9228,39.0477,2.1485,41.812,1.3157,44.4137,0.7311,46.6088,5/15/26,5.0683,43.1719,4.0226,45.9745,2.1493,47.6656,0.9544,50.4446,6/18/26,5.9476,40.9293,4.8054,41.9745,2.6811,43.7167,1.0826,47.4904,8/21/26,7.131,39.8773,6.4714,41.7469,3.8514,42.706,1.9113,44.0883,4.48,2.47,2.02,0.5004,0.0649,0.0899,5.42,2.92,2.49,0.4806,0.0749,0.1064,8.82,5.07,3.75,0.4634,0.1174,0.1845,10.26,5.95,4.31,0.4367,0.1453,0.2165,11.84,7.13,4.71,0.3889,0.1788,0.2596,0.2942,0.2747,0.2836,0.3802,1.384,0.1055,Rich Vol,0.3905,1.422,0.1158,Rich Vol,0.4317,1.572,0.1571,Very Rich Vol,0.4093,1.49,0.1346,Rich Vol,0.3988,1.452,0.1241,Rich Vol,1,0.73,3.69,3.69,Normal,3,1.1,3.95,4.5,Normal,1.96,1.55,,,,,,,,,,,,,,,,,,,0.064349,0.000233,0.064116,2.3405,2.7679,4.8592,5.7192,6.9991,0.633,0.741,0.633,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,1.3523,0.232,Normal,0.373,0.371,0.37
GLD,3/27/26,-0.1079,-0.3611,Q3 Low Premium  / Low Risk,414.7,4/10/26,3.0729,47.2889,2.2299,50.9176,1.294,54.727,0.5484,61.974,4/17/26,3.4305,43.7928,2.4913,46.8037,1.5201,50.0422,0.6387,56.5387,5/15/26,4.3706,38.3973,3.5291,40.3162,1.7282,43.8717,0.861,48.1209,6/18/26,5.1259,35.633,4.1827,36.934,2.0219,39.7308,0.9782,43.399,6/30/26,5.1845,35.3892,4.449,36.121,2.1387,38.6749,1.0006,43.1418,5.66,3.07,2.59,0.508,0.065,0.0861,6.37,3.43,2.94,0.5038,0.0783,0.0962,7.49,4.37,3.12,0.4426,0.1138,0.1225,8.77,5.13,3.64,0.4287,0.1439,0.1437,9.14,5.18,3.95,0.4205,0.1465,0.1453,0.3652,0.3568,0.4222,0.4729,1.326,0.1161,Rich Vol,0.4379,1.228,0.0812,Rich Vol,0.384,1.076,0.0272,Equiv. Vol,0.3563,0.999,-0.0004,Equiv. Vol,0.3539,0.992,-0.0029,Equiv. Vol,1,0.73,4.56,4.56,Normal,2,0.73,8.5,10.84,Normal,2.55,2.02,,,,,,,,,,,,,,,,,,,0.030538,-0.001616,0.032154,2.9043,3.2427,4.2023,4.9373,5.0374,0.075,0.063,0.084,Rich + Thin,Rich + Thin,Cheap + Thin,Cheap + Thin,Cheap + Thin,1.4179,0.246,Normal,0.568,0.568,0.569
XLK,3/27/26,-0.1138,-0.4716,Q3 Low Premium  / Low Risk,129.92,4/10/26,2.3062,35.1455,1.6333,37.9746,0.6504,41.487,0.2809,44.414,4/17/26,2.7171,35.3082,2.0336,39.1454,1.1546,42.462,0.4984,47.3405,5/15/26,3.901,34.0479,3.3482,37.0968,1.7126,42.462,0.8646,48.316,6/18/26,5.0387,33.1945,4.1115,37.259,2.2456,38.8038,0.8515,48.019,7/17/26,4.7722,31.3407,4.7433,35.6335,2.7594,39.048,1.2816,46.0393,4.73,2.31,2.42,0.5707,0.0656,0.1057,5.32,2.72,2.6,0.5219,0.077,0.1245,7.34,3.9,3.43,0.4886,0.1146,0.1787,10.03,5.04,5,0.5267,0.1518,0.2309,8.11,4.77,3.34,0.3881,0.1523,0.2187,0.2302,0.2183,0.2315,0.3515,1.61,0.1332,Very Rich Vol,0.3531,1.618,0.1348,Very Rich Vol,0.3405,1.56,0.1222,Very Rich Vol,0.3319,1.521,0.1137,Very Rich Vol,0.3134,1.436,0.0952,Rich Vol,1,0.73,3.16,3.16,Normal,2,0.73,3.57,3.98,Normal,1.56,1.23,,,,,,,,,,,,,,,,,,,0.037966,-0.00053,0.038496,2.1716,2.5804,3.7904,4.8533,4.7664,0.174,0.23,0.174,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,1.08,0.139,Normal,0.179,0.181,0.179
RTX,3/27/26,-0.1142,-0.4149,Q3 Low Premium  / Low Risk,189.71,4/10/26,2.4458,37.584,1.6104,38.56,0.904,41.812,0.5948,54.1693,4/17/26,2.9202,36.2837,1.8607,37.259,0.9225,38.56,0.4349,44.4133,5/15/26,4.5122,37.0965,3.2901,39.5357,1.6631,42.4625,0.8711,50.0235,6/18/26,5.2897,36.2837,4.4805,37.9093,2.3633,40.8363,1.01,46.5598,8/21/26,7.0731,36.2837,5.8181,37.5843,3.1056,39.5357,1.5629,44.2186,4.82,2.45,2.37,0.5438,0.0651,0.0924,5.72,2.92,2.8,0.5459,0.0805,0.1103,7.88,4.51,3.37,0.4816,0.1216,0.1704,8.4,5.29,3.11,0.4035,0.1458,0.1997,12.4,7.07,5.32,0.4474,0.1949,0.2671,0.2874,0.2648,0.2583,0.3758,1.419,0.111,Rich Vol,0.3628,1.37,0.098,Rich Vol,0.371,1.401,0.1061,Rich Vol,0.3628,1.37,0.098,Rich Vol,0.3628,1.37,0.098,Rich Vol,1,0.73,4.6,4.6,Normal,3,1.1,3.87,4.6,Normal,1.89,1.5,,,,,,,,,,,,,,,,,,,0.06136,-0.000135,0.061495,2.2787,2.7083,4.2678,5.1279,6.8221,0.589,0.472,0.589,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,1.4488,0.258,Normal,0.33,0.331,0.332
AMT,3/27/26,-0.1173,-0.6079,Q3 Low Premium  / Low Risk,169.52,4/17/26,3.2268,36.609,2.1826,36.609,1.1945,35.633,0.4621,40.511,4/17/26,3.2268,36.609,2.1826,36.609,1.1945,35.633,0.4621,40.511,5/15/26,4.2591,36.121,3.3477,37.0965,1.6665,38.56,0.6415,38.56,6/18/26,5.1439,36.2837,4.1686,37.259,2.0647,38.56,0.8701,39.536,7/17/26,5.8125,35.308,4.906,36.2837,2.5218,36.609,1.1896,37.9093,5.83,3.23,2.61,0.552,0.0881,0.1084,5.83,3.23,2.61,0.552,0.0881,0.1084,6.47,4.26,2.21,0.4061,0.1179,0.1431,8.64,5.14,3.49,0.4147,0.1418,0.1729,8.61,5.81,2.8,0.3659,0.1646,0.1953,0.2432,0.2976,0.298,0.3661,1.23,0.0685,Rich Vol,0.3661,1.23,0.0685,Rich Vol,0.3612,1.214,0.0636,Rich Vol,0.3628,1.219,0.0653,Rich Vol,0.3531,1.187,0.0555,Equiv. Vol,1,0.73,4.14,4.14,Normal,2,0.73,4.16,4.18,Normal,2.12,1.68,,,,,,,,,,,,,,,,,,,0.037851,-0.000163,0.038014,3.018,3.018,4.0768,4.9488,5.6312,0.172,0.453,0.168,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,Cheap + Thin,1.1967,0.172,Normal,0.433,0.432,0.432
CM,3/27/26,-0.122,-1.0923,Q3 Low Premium  / Low Risk,92.76,4/17/26,2.3987,27.829,1.5093,29.78,0.9433,32.707,0.6603,43.9255,4/17/26,2.3987,27.829,1.5093,29.78,0.9433,32.707,0.6603,43.9255,5/15/26,2.997,26.365,2.237,29.292,1.4554,32.707,,,6/18/26,3.9942,26.365,3.1668,28.8045,1.7518,32.7067,0.8714,37.5847,9/18/26,4.8593,27.097,4.8153,29.7797,3.1398,32.7065,,,5.2,2.4,2.8,0.6475,0.0862,0.0942,5.2,2.4,2.8,0.6475,0.0862,0.0942,5.4,3,2.4,0.4646,0.1137,0.1177,7.53,3.99,3.54,0.4977,0.1515,0.1568,8.62,4.86,3.76,0.3817,0.1793,0.1908,0.2356,0.2547,0.234,0.2783,1.092,0.0236,Equiv. Vol,0.2783,1.092,0.0236,Equiv. Vol,0.2636,1.035,0.0089,Equiv. Vol,0.2636,1.035,0.0089,Equiv. Vol,0.271,1.064,0.0162,Equiv. Vol,0,0,0,3.2,Normal,1,0.37,3.2,3.2,Normal,1.82,1.44,,,,,,,,,,,,,,,,,,,0.03718,-0.000131,0.037311,2.2208,2.2208,2.845,3.8287,4.8505,0.164,0.475,0.163,Cheap + Efficient,Cheap + Efficient,Cheap + Thin,Cheap + Thin,Cheap + Thin,0.1593,0.01,Normal,0.297,0.298,0.299
BDX,3/27/26,-0.1246,-0.5038,Q3 Low Premium  / Low Risk,154.51,4/17/26,2.7571,31.731,1.7151,31.731,0.9546,34.658,0.5501,37.584,4/17/26,2.7571,31.731,1.7151,31.731,0.9546,34.658,0.5501,37.584,5/15/26,3.825,34.17,2.9933,35.633,1.343,33.682,1.165,39.536,6/18/26,4.9414,32.707,3.9965,33.6825,2.1681,35.633,,,9/18/26,5.9122,32.707,5.9543,34.9827,3.5273,36.609,,,5.42,2.76,2.66,0.5914,0.0869,0.1374,5.42,2.76,2.66,0.5914,0.0869,0.1374,6.37,3.82,2.55,0.4229,0.1119,0.1906,8.62,4.94,3.68,0.4593,0.1511,0.2462,10.14,5.91,4.23,0.3722,0.1808,0.2946,0.1752,0.2007,0.4533,0.3173,1.581,0.1166,Very Rich Vol,0.3173,1.581,0.1166,Very Rich Vol,0.3417,1.703,0.141,Very Rich Vol,0.3271,1.63,0.1264,Very Rich Vol,0.3271,1.63,0.1264,Very Rich Vol,1,0.73,2.94,2.94,Normal,1,0.37,18.9,18.9,Normal,1.43,1.13,,,,,,,,,,,,,,,,,,,0.047935,0.000132,0.047804,2.5487,2.5487,3.6587,4.7524,5.9206,0.356,0.669,0.35,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,1.0326,0.124,Normal,0.129,0.128,0.128
HRL,3/27/26,-0.127,-0.615,Q3 Low Premium  / Low Risk,23.07,4/10/26,2.059,29.78,1.4088,32.707,0.8669,33.682,0.4876,38.072,4/17/26,2.3732,30.755,1.8422,36.121,0.8669,34.658,0.7586,39.536,5/15/26,3.8903,34.6575,2.8175,34.658,1.7339,36.609,0.7586,39.5355,6/18/26,5.2991,35.1455,4.2263,35.633,2.2215,36.121,0.9753,40.0235,9/18/26,6.9932,35.3083,5.6892,35.1455,3.1968,37.0965,1.8422,40.511,4.33,2.06,2.28,0.6175,0.0691,0.0738,4.87,2.37,2.49,0.548,0.0772,0.0851,7.68,3.89,3.79,0.5027,0.1123,0.1395,8.01,5.3,2.71,0.397,0.1508,0.19,11.86,6.99,4.87,0.403,0.1981,0.2507,0.2127,0.2789,0.2738,0.2978,1.068,0.0189,Equiv. Vol,0.3076,1.103,0.0286,Equiv. Vol,0.3466,1.243,0.0677,Rich Vol,0.3515,1.26,0.0725,Rich Vol,0.3531,1.266,0.0742,Rich Vol,1,0.73,4.34,4.34,Normal,2,0.73,4.23,4.34,Normal,1.99,1.58,,,,,,,,,,,,,,,,,,,0.066419,0.000775,0.065644,1.929,2.267,3.6757,5.0845,6.7324,0.65,0.935,0.644,Cheap + Efficient,Cheap + Thin,Rich + Thin,Rich + Thin,Rich + Thin,1.2229,0.186,Normal,0.39,0.39,0.391
AIG,3/27/26,-0.1276,-0.2301,Q3 Low Premium  / Low Risk,72.95,4/10/26,1.6278,26.365,1.268,27.829,0.6683,33.1945,,,4/17/26,2.1019,26.528,1.565,28.804,0.9253,34.6575,0.5141,60.023,5/15/26,3.5812,31.731,2.913,33.682,1.6792,36.121,0.9938,49.6167,6/18/26,4.7293,31.731,3.427,33.1945,1.9534,33.682,1.6107,43.438,8/21/26,5.3004,29.7797,4.7464,31.731,3.1871,32.707,1.9877,35.633,3.64,1.63,2.01,0.5855,0.0617,0.0822,4.79,2.1,2.69,0.6258,0.0792,0.1062,6.63,3.58,3.05,0.4739,0.1129,0.1809,9.22,4.73,4.49,0.5062,0.149,0.2388,9.87,5.3,4.57,0.4339,0.178,0.2677,0.2232,0.198,0.2767,0.2636,1.332,0.0656,Rich Vol,0.2653,1.34,0.0673,Rich Vol,0.3173,1.603,0.1193,Very Rich Vol,0.3173,1.603,0.1193,Very Rich Vol,0.2978,1.504,0.0998,Very Rich Vol,2,1.47,2.82,3.06,Normal,2,0.73,6.13,7.77,Normal,1.41,1.12,,,,,,,,,,,,,,,,,,,0.050839,0.000561,0.050278,1.5558,1.9945,3.4476,4.4688,5.1896,0.413,0.901,0.398,Rich + Thin,Rich + Efficient,Rich + Thin,Rich + Thin,Rich + Thin,1.9173,0.442,Normal,0.125,0.125,0.125
CSX,3/27/26,-0.1306,-0.6858,Q3 Low Premium  / Low Risk,39.67,4/10/26,1.8843,28.8045,1.3864,27.829,0.7247,34.658,0.5672,45.389,4/17/26,2.6594,34.3327,2.8779,47.0153,1.5125,44.414,0.6302,38.56,5/15/26,4.0837,32.707,2.4578,34.658,1.1974,37.584,0.6302,42.462,6/18/26,5.029,30.755,3.4661,32.707,2.1427,36.609,0.9768,42.4625,8/21/26,5.155,30.2675,5.0416,32.707,3.214,34.658,1.2814,38.885,3.8,1.88,1.92,0.5597,0.0654,0.0767,4.65,2.66,1.99,0.4688,0.0775,0.1083,7.85,4.08,3.77,0.5444,0.1249,0.1663,9.87,5.03,4.84,0.5591,0.1635,0.2048,8.61,5.16,3.46,0.3727,0.1703,0.21,0.2813,0.2455,0.2351,0.288,1.173,0.0425,Equiv. Vol,0.3433,1.398,0.0978,Rich Vol,0.3271,1.332,0.0815,Rich Vol,0.3076,1.253,0.062,Rich Vol,0.3027,1.233,0.0572,Rich Vol,1,0.73,3.88,3.88,Normal,1,0.37,3.88,3.88,Normal,1.75,1.39,,,,,,,,,,,,,,,,,,,0.044919,-7.40E-05,0.044994,1.7847,2.7031,3.7585,4.7164,5.1323,0.293,0.504,0.287,Cheap + Thin,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,0.986,0.108,Normal,0.263,0.262,0.266
BIIB,3/27/26,-0.1309,-0.3963,Q3 Low Premium  / Low Risk,183.84,4/10/26,2.426,38.56,1.6998,37.584,1.0335,37.584,,,4/17/26,2.8884,36.934,2.0715,38.2347,0.9519,38.56,0.8159,45.389,5/15/26,4.7559,40.8363,3.1413,40.999,1.6319,41.9745,1.0471,44.414,6/18/26,5.5238,38.56,4.4468,40.0235,2.475,41.487,1.0369,45.1455,7/17/26,6.2863,37.9093,5.3919,39.5358,3.0189,42.462,1.3599,43.113,4.26,2.43,1.83,0.4685,0.0629,0.0877,5.53,2.89,2.64,0.5189,0.0782,0.1044,9.44,4.76,4.68,0.5242,0.1165,0.1719,10.35,5.52,4.82,0.4676,0.1433,0.1996,9.49,6.29,3.21,0.3756,0.1658,0.2272,0.3041,0.2767,0.3674,0.3856,1.393,0.1089,Rich Vol,0.3693,1.335,0.0926,Rich Vol,0.4084,1.476,0.1316,Rich Vol,0.3856,1.393,0.1089,Rich Vol,0.3791,1.37,0.1024,Rich Vol,1,0.73,3.85,3.85,Normal,3,1.1,6.05,8.19,Normal,1.98,1.56,,,,,,,,,,,,,,,,,,,0.053307,-1.50E-05,0.053322,2.2808,2.725,4.433,5.3084,6.1074,0.468,0.553,0.468,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,1.5388,0.287,Normal,0.386,0.387,0.381
MRK,3/27/26,-0.1374,-0.1475,Q3 Low Premium  / Low Risk,119.63,4/10/26,2.0522,32.9505,1.5172,34.17,1.0992,51.7305,0.5057,46.8525,4/17/26,2.4409,31.731,1.6269,33.1945,0.9488,35.6333,0.45,41.812,5/15/26,4.6435,34.658,3.2392,35.633,1.7011,39.0475,0.6666,43.9255,6/18/26,5.0719,34.17,3.9392,37.0965,2.2277,38.56,0.9508,44.1698,7/17/26,5.9496,34.658,4.6915,36.121,2.3823,38.072,1.0379,42.4623,3.89,2.05,1.83,0.5003,0.0623,0.0912,4.83,2.44,2.39,0.5269,0.0769,0.1085,9.54,4.64,4.89,0.6241,0.134,0.2064,8.23,5.07,3.16,0.4198,0.1484,0.2255,10.06,5.95,4.11,0.4354,0.1717,0.2645,0.2013,0.225,0.2342,0.3295,1.465,0.1045,Rich Vol,0.3173,1.411,0.0923,Rich Vol,0.3466,1.541,0.1216,Very Rich Vol,0.3417,1.519,0.1167,Very Rich Vol,0.3466,1.541,0.1216,Very Rich Vol,2,1.47,3.64,3.72,Normal,3,1.1,3.62,3.72,Normal,1.61,1.27,,,,,,,,,,,,,,,,,,,0.052226,0.000299,0.051926,1.9452,2.2781,4.3626,4.8454,5.698,0.446,0.777,0.434,Rich + Thin,Rich + Thin,Rich + Efficient,Rich + Thin,Rich + Thin,2.1089,0.538,Moderate,0.203,0.204,0.201
WRB,3/27/26,-0.1422,-0.3254,Q3 Low Premium  / Low Risk,64.74,4/17/26,1.9926,23.926,1.3709,24.9015,,,,,4/17/26,1.9926,23.926,1.3709,24.9015,,,,,5/15/26,3.6531,27.829,2.5487,29.78,,,,,,,,,,,,,,7/17/26,4.0721,25.6335,3.3081,27.829,2.317,28.804,,,4.65,1.99,2.66,0.6732,0.0833,0.0987,4.65,1.99,2.66,0.6732,0.0833,0.0987,7.77,3.65,4.12,0.6331,0.1313,0.1809,,,,,,,7.71,4.07,3.64,0.4514,0.1589,0.2016,0.2043,0.202,0.2096,0.2393,1.185,0.0373,Equiv. Vol,0.2393,1.185,0.0373,Equiv. Vol,0.2783,1.378,0.0763,Rich Vol,,,,,0.2563,1.269,0.0544,Rich Vol,2,1.47,2.95,3.15,Normal,2,0.73,2.95,3.15,Normal,1.44,1.14,,,,,,,,,,,,,,,,,,,0.028573,0.000237,0.028336,1.8683,1.8683,3.4322,,3.9193,0.057,0.745,0.055,Cheap + Efficient,Cheap + Efficient,Rich + Efficient,,Rich + Thin,1.776,0.397,Normal,0.132,0.134,0.134
XLY,3/27/26,-0.1442,-0.402,Q3 Low Premium  / Low Risk,105.68,4/10/26,2.3546,35.6333,2.7221,53.8443,,,,,4/17/26,2.9476,36.3652,2.4626,40.999,1.2372,39.5355,,,5/15/26,3.6166,31.1456,2.8802,36.365,2.4957,55.6325,,,6/18/26,4.2849,30.1053,3.1972,33.0724,2.4555,34.6577,,,9/18/26,5.2794,29.3617,5.0329,32.2188,2.7678,35.3892,,,4.61,2.35,2.26,0.5494,0.0661,0.1132,5.41,2.95,2.46,0.5149,0.0811,0.1417,7.29,3.62,3.67,0.5307,0.1161,0.1738,8.17,4.28,3.88,0.4727,0.1423,0.2059,8.43,5.28,3.15,0.3443,0.1798,0.2537,0.2263,0.2081,0.1893,0.3563,1.712,0.1482,Very Rich Vol,0.3637,1.748,0.1556,Very Rich Vol,0.3115,1.497,0.1034,Rich Vol,0.3011,1.447,0.093,Rich Vol,0.2936,1.411,0.0855,Rich Vol,1,0.73,2.94,2.94,Normal,2,0.73,2.79,2.94,Normal,1.49,1.18,,,,,,,,,,,,,,,,,,,0.03673,-0.000963,0.037693,2.4281,2.8506,3.4693,4.0674,5.2301,0.157,0.117,0.166,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,1.001,0.113,Normal,0.156,0.158,0.159
EW,3/27/26,-0.1482,-1.0232,Q3 Low Premium  / Low Risk,79.34,4/17/26,2.5712,31.731,1.9851,32.707,1.1974,46.3645,0.7562,38.56,4/17/26,2.5712,31.731,1.9851,32.707,1.1974,46.3645,0.7562,38.56,5/15/26,4.2097,38.072,3.7812,39.536,1.7646,40.0235,1.0713,45.877,6/18/26,5.1235,35.1455,4.4429,38.235,2.2215,40.5115,1.1974,42.4625,8/21/26,6.3734,35.308,6.0709,37.259,3.4819,40.5115,1.5755,42.462,4.73,2.57,2.16,0.5167,0.081,0.0879,4.73,2.57,2.16,0.5167,0.081,0.0879,6.78,4.21,2.57,0.4039,0.1106,0.1439,8.89,5.12,3.77,0.4409,0.1458,0.1752,10.67,6.37,4.3,0.3957,0.1805,0.2179,0.2832,0.2925,0.2732,0.3173,1.085,0.0248,Equiv. Vol,0.3173,1.085,0.0248,Equiv. Vol,0.3807,1.302,0.0882,Rich Vol,0.3515,1.202,0.059,Rich Vol,0.3531,1.207,0.0606,Rich Vol,0,0,0,3.42,Normal,1,0.37,3.71,3.71,Normal,2.09,1.65,,,,,,,,,,,,,,,,,,,0.0545,0.0005,0.054,2.454,2.454,4.124,4.9874,6.3129,0.489,0.876,0.482,Cheap + Thin,Cheap + Thin,Rich + Thin,Rich + Thin,Rich + Thin,0.172,0.015,Normal,0.423,0.424,0.424
