symbol,date,premium_score,risk_score,quadrant,spot,expiration_14,premium_atm_14,iv_atm_14,premium_slight_14,iv_slight_14,premium_moderate_14,iv_moderate_14,premium_far_14,iv_far_14,expiration_30,premium_atm_30,iv_atm_30,premium_slight_30,iv_slight_30,premium_moderate_30,iv_moderate_30,premium_far_30,iv_far_30,expiration_45,premium_atm_45,iv_atm_45,premium_slight_45,iv_slight_45,premium_moderate_45,iv_moderate_45,premium_far_45,iv_far_45,expiration_over60_1,premium_atm_over60_1,iv_atm_over60_1,premium_slight_over60_1,iv_slight_over60_1,premium_moderate_over60_1,iv_moderate_over60_1,premium_far_over60_1,iv_far_over60_1,expiration_over60_2,premium_atm_over60_2,iv_atm_over60_2,premium_slight_over60_2,iv_slight_over60_2,premium_moderate_over60_2,iv_moderate_over60_2,premium_far_over60_2,iv_far_over60_2,straddle_14,put_atm_14,call_atm_14,prem_per_iv_primary_14,prem_per_iv_sec_14,prem_per_hv30_14,straddle_30,put_atm_30,call_atm_30,prem_per_iv_primary_30,prem_per_iv_sec_30,prem_per_hv30_30,straddle_45,put_atm_45,call_atm_45,prem_per_iv_primary_45,prem_per_iv_sec_45,prem_per_hv30_45,straddle_over60_1,put_atm_over60_1,call_atm_over60_1,prem_per_iv_primary_over60_1,prem_per_iv_sec_over60_1,prem_per_hv30_over60_1,straddle_over60_2,put_atm_over60_2,call_atm_over60_2,prem_per_iv_primary_over60_2,prem_per_iv_sec_over60_2,prem_per_hv30_over60_2,HV_20,HV_30,HV_60,atm_iv_14,ratio_14,spread_14,signal_14,atm_iv_30,ratio_30,spread_30,signal_30,atm_iv_45,ratio_45,spread_45,signal_45,atm_iv_over60_1,ratio_over60_1,spread_over60_1,signal_over60_1,atm_iv_over60_2,ratio_over60_2,spread_over60_2,signal_over60_2,spike_count_30,spike_ratio_30,avg_spike_pct_30,max_spike_pct_30,spike_signal_30,spike_count_60,spike_ratio_60,avg_spike_pct_60,max_spike_pct_60,spike_signal_60,relative_vol_spy,relative_vol_qqq,straddle_14.0,put_atm_14.0,call_atm_14.0,prem_per_iv_primary_14.0,prem_per_iv_sec_14.0,prem_per_hv30_14.0,straddle_45.0,put_atm_45.0,call_atm_45.0,prem_per_iv_primary_45.0,prem_per_iv_sec_45.0,prem_per_hv30_45.0,premium_slope,iv_slope,slope_divergence,wp_14,wp_30,wp_45,wp_over60_1,wp_over60_2,premium_slope_pct,iv_slope_pct,slope_div_pct,prem_efficiency_signal_14,prem_efficiency_signal_30,prem_efficiency_signal_45,prem_efficiency_signal_over60_1,prem_efficiency_signal_over60_2,spike_score_universe,spike_pct_universe,spike_signal_universe,HV_30_pct,relative_vol_spy_pct,relative_vol_qqq_pct
AMGN,2026-03-31,-0.494,-0.1689,Q3 Low Premium  / Low Risk,351.85,2026-04-10,1.5892,28.479,1.1629,30.7553,0.6373,31.731,0.3709,34.658,2026-05-01,3.3726,35.633,2.4442,37.9097,1.3315,40.8363,0.7816,40.511,2026-05-15,3.8695,35.4382,2.9392,37.5847,1.5987,38.56,0.7972,43.6332,2026-06-18,4.5971,33.292,3.8767,34.4626,2.0392,37.3894,0.8164,41.9745,2026-07-17,5.0388,32.219,4.3615,33.8448,2.3192,36.4136,1.0797,41.0532,3.07,1.59,1.48,0.5406,0.0558,0.0725,6.15,3.37,2.78,0.492,0.0946,0.1539,6.38,3.87,2.51,0.4261,0.1092,0.1766,7.92,4.6,3.32,0.4246,0.1381,0.2098,8.52,5.04,3.48,0.4039,0.1564,0.23,0.2147,0.2191,0.3077,0.2848,1.3,0.0657,Rich Vol,0.3563,1.626,0.1372,Very Rich Vol,0.3544,1.617,0.1353,Very Rich Vol,0.3329,1.52,0.1138,Very Rich Vol,0.3222,1.471,0.1031,Rich Vol,2,1.47,2.92,3.13,Normal,2,0.73,6.12,7.84,Normal,1.32,1.07,,,,,,,,,,,,,0.041405,0.000196,0.041209,1.5039,3.1869,3.6834,4.453,4.9033,0.241,0.698,0.233,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,1.9367,0.458,Normal,0.166,0.166,0.171
WELL,2026-03-31,-0.4962,-0.365,Q3 Low Premium  / Low Risk,197.71,2026-04-17,1.6489,25.877,1.3467,29.292,0.6449,33.682,0.4131,44.088,,,,,,,,,,2026-05-15,3.3028,29.292,2.5037,31.731,1.6375,34.17,0.8472,39.536,2026-06-18,4.4029,29.292,3.2118,31.243,2.0105,34.17,0.9294,41.9747,2026-09-18,5.6261,28.8043,4.6364,30.43,2.7228,32.707,2.0232,35.633,2.49,1.65,0.84,0.3703,0.0637,0.0748,,,,,,,7.29,3.3,3.99,0.5888,0.1128,0.1499,9.51,4.4,5.11,0.5801,0.1503,0.1998,8.89,5.63,3.26,0.3747,0.1953,0.2553,0.2364,0.2204,0.2217,0.2588,1.174,0.0384,Equiv. Vol,,,,,0.2929,1.329,0.0725,Rich Vol,0.2929,1.329,0.0725,Rich Vol,0.288,1.307,0.0676,Rich Vol,1,0.73,5.05,5.05,Normal,4,1.47,3.68,5.05,Normal,1.33,1.07,,,,,,,,,,,,,0.050257,0.000369,0.049888,1.5885,,3.143,4.1647,5.4282,0.431,0.81,0.425,Cheap + Thin,,Rich + Thin,Rich + Thin,Rich + Thin,1.7137,0.365,Normal,0.171,0.174,0.171
MSFT,2026-03-31,-0.5035,-0.5035,Q3 Low Premium  / Low Risk,370.17,2026-04-10,1.5594,29.048,1.1099,30.43,0.6443,32.3817,0.2686,36.0513,2026-05-01,3.4268,36.121,2.4898,37.9093,1.344,40.2675,0.5268,44.2508,2026-05-15,3.7218,34.4626,2.8365,36.6088,1.6299,38.56,0.729,41.7656,2026-06-18,4.4903,32.3815,3.6429,34.8528,2.0616,36.6088,0.9185,39.7796,2026-07-17,4.5965,30.999,4.2593,33.357,2.4617,35.633,0.9536,38.9937,2.94,1.56,1.38,0.5083,0.0537,0.0634,6.58,3.43,3.15,0.5191,0.0949,0.1393,6.81,3.72,3.09,0.4679,0.108,0.1513,8.0,4.49,3.51,0.441,0.1387,0.1826,7.29,4.6,2.7,0.3594,0.1483,0.1869,0.2214,0.246,0.3378,0.2905,1.181,0.0445,Equiv. Vol,0.3612,1.469,0.1152,Rich Vol,0.3446,1.401,0.0987,Rich Vol,0.3238,1.316,0.0778,Rich Vol,0.31,1.26,0.064,Rich Vol,1,0.73,3.26,3.26,Normal,2,0.73,7.8,10.53,Normal,1.48,1.2,,,,,,,,,,,,,0.036615,-5.7e-05,0.036672,1.4695,3.2394,3.5447,4.3208,4.5291,0.166,0.466,0.164,Cheap + Thin,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,1.276,0.208,Normal,0.245,0.245,0.245
CCI,2026-03-31,-0.5075,-0.4221,Q3 Low Premium  / Low Risk,81.31,2026-04-17,1.8571,30.755,1.8755,30.755,1.0454,33.682,0.5073,39.5355,,,,,,,,,,2026-05-15,3.6804,33.1945,2.552,34.658,1.522,36.6085,0.9224,40.511,2026-06-18,4.9686,35.308,3.5973,36.121,1.9985,37.5845,0.8609,40.511,2026-07-17,5.2208,34.17,4.3814,35.633,2.6442,36.609,1.3221,39.536,2.36,1.86,0.5,0.2956,0.0604,0.0607,,,,,,,7.76,3.68,4.08,0.5532,0.1109,0.1203,8.44,4.97,3.47,0.4268,0.1407,0.1623,7.32,5.22,2.1,0.3271,0.1528,0.1706,0.2697,0.306,0.3616,0.3076,1.005,0.0015,Equiv. Vol,,,,,0.3319,1.085,0.0259,Equiv. Vol,0.3531,1.154,0.047,Equiv. Vol,0.3417,1.116,0.0357,Equiv. Vol,1,0.73,4.77,4.77,Normal,3,1.1,6.38,9.42,Normal,1.84,1.49,,,,,,,,,,,,,0.043142,0.000489,0.042653,1.8608,,3.4547,4.6943,5.0529,0.266,0.864,0.258,Cheap + Thin,,Cheap + Thin,Cheap + Thin,Cheap + Thin,1.669,0.352,Normal,0.429,0.43,0.432
GLD,2026-03-31,-0.509,-0.3994,Q3 Low Premium  / Low Risk,430.29,2026-04-10,2.0812,38.1417,1.4399,39.8609,0.7967,42.381,0.3408,47.5746,2026-05-01,3.2655,35.1243,2.4159,36.7235,1.2608,39.2918,0.5463,43.856,2026-05-15,3.8623,34.658,2.7679,35.6332,1.4641,37.5843,0.5288,42.7876,2026-06-18,4.4961,32.707,3.7173,33.487,1.9832,35.1455,0.7486,39.2429,2026-07-17,4.9048,31.731,4.129,32.3817,2.201,33.8448,0.9217,36.999,3.92,2.08,1.84,0.5156,0.0546,0.0584,5.99,3.27,2.72,0.4859,0.093,0.0917,7.02,3.86,3.16,0.4795,0.1114,0.1084,7.77,4.5,3.27,0.4241,0.1375,0.1262,8.44,4.9,3.54,0.4064,0.1546,0.1377,0.3646,0.3563,0.4285,0.3814,1.071,0.0251,Equiv. Vol,0.3512,0.986,-0.005,Equiv. Vol,0.3466,0.973,-0.0097,Equiv. Vol,0.3271,0.918,-0.0292,Equiv. Vol,0.3173,0.891,-0.039,Compressed Vol,1,0.73,4.56,4.56,Normal,2,0.73,8.5,10.84,Normal,2.14,1.73,,,,,,,,,,,,,0.035275,-0.00079,0.036064,1.9529,3.0956,3.6434,4.3403,4.7496,0.143,0.097,0.151,Cheap + Thin,Cheap + Thin,Cheap + Thin,Cheap + Thin,Cheap + Thin,1.4179,0.254,Normal,0.529,0.528,0.526
ABBV,2026-03-31,-0.5098,-0.3218,Q3 Low Premium  / Low Risk,217.49,2026-04-10,1.5759,28.804,1.1897,29.7795,0.6265,31.731,0.2621,40.2672,2026-05-01,3.4032,37.9093,2.3852,38.56,1.2943,40.5115,0.6039,44.7387,2026-05-15,4.0531,34.658,3.1955,35.633,1.615,37.5845,0.7081,43.2428,2026-06-18,4.2657,33.1945,3.5174,34.17,2.0173,36.121,0.9322,41.4867,2026-08-21,6.2543,34.17,4.9044,35.308,2.7779,37.259,1.3399,41.3243,2.62,1.58,1.04,0.4562,0.0547,0.0599,6.54,3.4,3.14,0.4922,0.0898,0.1293,6.65,4.05,2.59,0.4538,0.1169,0.1539,8.24,4.27,3.97,0.4433,0.1285,0.162,9.29,6.25,3.04,0.361,0.183,0.2376,0.2688,0.2633,0.2851,0.288,1.094,0.0248,Equiv. Vol,0.3791,1.44,0.1158,Rich Vol,0.3466,1.316,0.0833,Rich Vol,0.3319,1.261,0.0687,Rich Vol,0.3417,1.298,0.0784,Rich Vol,1,0.73,5.34,5.34,Normal,4,1.47,4.35,5.34,Normal,1.58,1.28,,,,,,,,,,,,,0.052697,0.000282,0.052416,1.4987,3.1996,3.8816,4.116,5.9843,0.495,0.749,0.489,Cheap + Thin,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,1.7582,0.383,Normal,0.302,0.297,0.301
TGT,2026-03-31,-0.5106,-0.2441,Q3 Low Premium  / Low Risk,121.2,2026-04-10,1.8131,33.9263,1.195,35.308,0.6477,37.2593,0.2964,43.8561,2026-05-01,3.0817,32.5116,2.3919,34.6578,1.2644,39.2918,0.5219,41.4865,2026-05-15,3.5685,34.17,2.5578,35.633,1.5594,37.584,0.6738,43.438,2026-06-18,5.3699,40.1863,4.0223,40.999,2.335,42.462,1.054,48.0723,2026-07-17,5.8993,37.584,4.6411,38.56,2.4959,40.999,1.2417,47.015,3.79,1.81,1.98,0.5607,0.0534,0.0651,5.44,3.08,2.36,0.4774,0.0948,0.1107,6.0,3.57,2.43,0.4157,0.1044,0.1282,10.02,5.37,4.65,0.4454,0.1336,0.1929,9.61,5.9,3.71,0.3907,0.157,0.2119,0.1992,0.2784,0.3026,0.3393,1.219,0.0609,Rich Vol,0.3251,1.168,0.0468,Equiv. Vol,0.3417,1.228,0.0633,Rich Vol,0.4019,1.444,0.1235,Rich Vol,0.3758,1.35,0.0975,Rich Vol,1,0.73,6.52,6.52,Normal,4,1.47,4.59,6.52,Normal,1.67,1.36,,,,,,,,,,,,,0.052673,0.000759,0.051913,1.6895,2.9437,3.3664,5.1004,5.6477,0.493,0.929,0.479,Rich + Thin,Cheap + Thin,Rich + Thin,Rich + Thin,Rich + Thin,1.9207,0.451,Normal,0.352,0.349,0.356
CSCO,2026-03-31,-0.5107,-0.5737,Q3 Low Premium  / Low Risk,77.59,2026-04-10,1.9042,34.658,1.1954,35.1455,0.6476,37.5845,0.2964,46.95,2026-05-01,3.0368,33.4383,2.2571,35.1455,1.1857,37.259,0.784,42.137,2026-05-15,4.0856,36.121,2.9579,38.072,1.7399,40.511,0.8356,45.389,2026-06-18,4.6312,34.3323,4.0824,36.121,2.3328,38.56,1.1213,44.9015,2026-07-17,5.5656,34.658,4.3412,35.6333,2.3489,38.56,1.0633,45.389,3.5,1.9,1.6,0.5073,0.0549,0.073,5.44,3.04,2.41,0.4641,0.0908,0.1164,6.64,4.09,2.56,0.4351,0.1131,0.1565,8.57,4.63,3.94,0.4459,0.1349,0.1774,8.64,5.57,3.08,0.381,0.1606,0.2132,0.2917,0.261,0.3751,0.3466,1.328,0.0856,Rich Vol,0.3344,1.281,0.0734,Rich Vol,0.3612,1.384,0.1002,Rich Vol,0.3433,1.315,0.0823,Rich Vol,0.3466,1.328,0.0856,Rich Vol,1,0.73,3.67,3.67,Normal,1,0.37,13.15,13.15,Normal,1.57,1.27,,,,,,,,,,,,,0.04556,3.6e-05,0.045524,1.7624,2.8809,3.8601,4.5214,5.3207,0.335,0.571,0.321,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,1.0817,0.139,Normal,0.29,0.288,0.291
AMT,2026-03-31,-0.5161,-0.2067,Q3 Low Premium  / Low Risk,172.58,2026-04-17,2.4858,37.5845,1.5065,39.536,0.7967,39.536,0.3694,42.9505,,,,,,,,,,2026-05-15,3.9325,37.584,2.7089,38.56,1.5065,38.56,0.734,41.4867,2026-06-18,5.3424,37.259,4.0126,38.072,2.2888,38.56,0.9235,40.755,2026-07-17,5.6698,35.877,4.621,36.121,2.3999,36.2837,0.9271,37.5843,2.92,2.49,0.44,0.2995,0.0661,0.0849,,,,,,,7.53,3.93,3.6,0.4744,0.1046,0.1342,8.52,5.34,3.17,0.4082,0.1434,0.1824,7.71,5.67,2.04,0.3281,0.158,0.1935,0.2541,0.293,0.2991,0.3758,1.283,0.0829,Rich Vol,,,,,0.3758,1.283,0.0829,Rich Vol,0.3726,1.272,0.0796,Rich Vol,0.3588,1.225,0.0658,Rich Vol,2,1.47,3.89,4.14,Normal,2,0.73,4.16,4.18,Normal,1.76,1.43,,,,,,,,,,,,,0.043246,-0.000215,0.043462,2.2899,,3.6878,5.0764,5.46,0.27,0.31,0.268,Rich + Thin,,Rich + Thin,Rich + Thin,Rich + Thin,2.0447,0.502,Moderate,0.399,0.398,0.401
HLIO,2026-03-31,-0.5166,-0.345,Q3 Low Premium  / Low Risk,64.71,2026-04-17,4.4584,55.145,,,,,,,,,,,,,,,,2026-05-15,6.9309,53.194,3.8634,52.218,,,,,2026-06-18,6.6219,47.3405,,,3.0907,51.243,,,2026-09-18,8.7982,47.6653,,,,,,,8.57,4.46,4.11,0.5983,0.0808,0.1207,,,,,,,14.33,6.93,7.39,0.6373,0.1303,0.1877,11.15,6.62,4.53,0.4206,0.1399,0.1793,13.99,8.8,5.19,0.3562,0.1846,0.2382,0.374,0.3693,0.3804,0.5514,1.493,0.1821,Rich Vol,,,,,0.5319,1.44,0.1626,Rich Vol,0.4734,1.282,0.1041,Rich Vol,0.4767,1.291,0.1073,Rich Vol,1,0.73,5.44,5.44,Normal,1,0.37,5.44,5.44,Normal,2.22,1.8,,,,,,,,,,,,,,-0.001093,,,,6.3174,,,,0.077,,Rich + Thin,,Rich + Efficient,Rich + Thin,Rich + Thin,1.1585,0.161,Normal,0.566,0.565,0.566
SCHW,2026-03-31,-0.5321,-0.7026,Q3 Low Premium  / Low Risk,93.98,2026-04-10,1.6475,30.7553,1.0348,32.219,0.5959,34.658,0.2735,40.121,2026-05-01,3.4092,36.4136,2.6353,39.5357,1.475,42.7065,,,2026-05-15,3.6391,34.6577,2.6894,37.5845,1.5376,40.5115,0.7927,45.389,2026-06-18,4.6145,32.7067,3.6098,35.1455,2.0589,37.9097,0.9279,45.3892,2026-07-17,4.8853,31.487,3.937,34.6577,2.3143,37.0965,1.08,44.4135,3.34,1.65,1.7,0.5456,0.0536,0.0811,5.97,3.41,2.56,0.4672,0.0936,0.1678,6.64,3.64,3.0,0.4532,0.105,0.1791,8.54,4.61,3.92,0.4662,0.1411,0.2271,8.57,4.89,3.69,0.4159,0.1552,0.2404,0.164,0.2032,0.274,0.3076,1.513,0.1043,Very Rich Vol,0.3641,1.792,0.1609,Very Rich Vol,0.3466,1.705,0.1434,Very Rich Vol,0.3271,1.609,0.1239,Very Rich Vol,0.3149,1.549,0.1117,Very Rich Vol,0,0.0,0.0,2.41,Normal,2,0.73,5.81,7.71,Normal,1.22,0.99,,,,,,,,,,,,,0.038453,-0.000169,0.038621,1.525,3.2544,3.4492,4.4136,4.6956,0.196,0.353,0.196,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,0.474,0.044,Normal,0.115,0.116,0.116
BDX,2026-03-31,-0.5426,-0.5083,Q3 Low Premium  / Low Risk,157.23,2026-04-17,1.9271,32.707,1.6695,27.829,0.8268,29.78,0.3339,30.755,,,,,,,,,,2026-05-15,4.0164,35.633,2.9257,36.609,1.5582,37.584,0.7791,38.56,2026-06-18,4.6556,34.0077,3.4981,31.731,1.6854,32.707,0.9699,31.731,2026-09-18,6.0082,33.357,6.1852,30.7555,2.4963,33.682,,,2.03,1.93,0.1,0.2385,0.0589,0.0935,,,,,,,8.08,4.02,4.06,0.5366,0.1127,0.1949,8.02,4.66,3.37,0.4213,0.1369,0.2259,8.67,6.01,2.66,0.3156,0.1801,0.2916,0.1914,0.206,0.4549,0.3271,1.587,0.121,Very Rich Vol,,,,,0.3563,1.729,0.1503,Very Rich Vol,0.3401,1.65,0.134,Very Rich Vol,0.3336,1.619,0.1275,Very Rich Vol,1,0.73,2.4,2.4,Normal,1,0.37,18.9,18.9,Normal,1.24,1.0,,,,,,,,,,,,,0.053161,4.2e-05,0.053119,1.8756,,3.7983,4.4241,6.0436,0.501,0.575,0.501,Rich + Thin,,Rich + Thin,Rich + Thin,Rich + Thin,0.9573,0.104,Normal,0.126,0.125,0.122
XLK,2026-03-31,-0.5441,-0.5212,Q3 Low Premium  / Low Risk,132.9,2026-04-10,1.7131,30.4303,1.2165,33.0317,0.6603,36.1208,0.3634,42.2674,2026-05-01,2.7721,29.9425,2.313,35.048,1.2566,35.9583,0.474,42.9505,2026-05-15,3.4072,31.4871,2.7439,34.0072,1.4409,37.584,0.7261,44.0883,2026-06-18,4.2952,29.7797,3.6494,33.6823,2.1614,39.292,0.7524,46.6088,2026-07-17,4.7712,30.3119,4.6181,32.2185,2.754,36.121,1.1685,44.2188,3.4,1.71,1.69,0.5611,0.0563,0.0665,5.22,2.77,2.44,0.4966,0.0926,0.1077,6.2,3.41,2.79,0.4659,0.1082,0.1323,7.69,4.3,3.4,0.4614,0.1442,0.1668,8.45,4.77,3.67,0.4256,0.1574,0.1853,0.2816,0.2575,0.2498,0.3043,1.182,0.0468,Equiv. Vol,0.2994,1.163,0.0419,Equiv. Vol,0.3149,1.223,0.0574,Rich Vol,0.2978,1.156,0.0403,Equiv. Vol,0.3031,1.177,0.0456,Equiv. Vol,1,0.73,4.15,4.15,Normal,3,1.1,3.76,4.15,Normal,1.55,1.25,,,,,,,,,,,,,0.040299,-2.6e-05,0.040325,1.6138,2.6803,3.2745,4.166,4.7406,0.221,0.506,0.221,Cheap + Thin,Cheap + Thin,Rich + Thin,Cheap + Thin,Cheap + Thin,1.3784,0.238,Normal,0.277,0.277,0.274
ITW,2026-03-31,-0.551,-0.4804,Q3 Low Premium  / Low Risk,260.29,2026-04-17,2.113,25.877,,,0.922,28.804,0.4994,34.658,,,,,,,,,,2026-05-15,3.5153,26.853,2.0938,28.804,1.2774,30.755,0.874,34.658,2026-06-18,3.5038,25.3895,2.9967,27.829,1.6424,29.7795,0.9172,36.609,2026-09-18,4.5821,26.2023,4.0436,26.853,2.2859,29.78,1.4983,32.707,4.46,2.11,2.34,0.6631,0.0817,0.1178,,,,,,,7.49,3.52,3.98,0.6602,0.1309,0.196,6.08,3.5,2.57,0.4275,0.138,0.1954,9.0,4.58,4.42,0.4169,0.1749,0.2555,0.2026,0.1794,0.2415,0.2588,1.443,0.0794,Rich Vol,,,,,0.2685,1.497,0.0892,Rich Vol,0.2539,1.416,0.0745,Rich Vol,0.262,1.461,0.0827,Rich Vol,1,0.73,2.65,2.65,Normal,3,1.1,4.13,5.41,Normal,1.08,0.87,,,,,,,,,,,,,0.028008,-2e-06,0.02801,,,3.231,3.4024,4.4744,0.051,0.527,0.053,Rich + Efficient,,Rich + Efficient,Rich + Thin,Rich + Thin,1.2747,0.204,Normal,0.077,0.078,0.078
XYL,2026-03-31,-0.5671,-0.6493,Q3 Low Premium  / Low Risk,119.5,2026-04-17,2.1757,28.804,1.1715,31.731,,,0.5021,41.9745,,,,,,,,,,2026-05-15,4.0167,31.731,2.7615,33.682,1.7992,36.609,,,,,,,,,,,,2026-07-17,4.7699,29.78,3.7866,31.731,2.2594,34.658,,,4.25,2.18,2.07,0.5677,0.0755,0.0987,,,,,,,8.16,4.02,4.14,0.6085,0.1266,0.1823,,,,,,,7.85,4.77,3.08,0.4024,0.1602,0.2164,0.2292,0.2204,0.3036,0.288,1.307,0.0677,Rich Vol,,,,,0.3173,1.44,0.0969,Rich Vol,,,,,0.2978,1.351,0.0774,Rich Vol,0,0.0,0.0,2.82,Normal,2,0.73,6.76,8.38,Normal,1.33,1.07,,,,,,,,,,,,,0.032505,8.5e-05,0.03242,1.9749,,3.7657,,4.5732,0.108,0.608,0.106,Rich + Thin,,Rich + Efficient,,Rich + Thin,0.4902,0.047,Normal,0.171,0.174,0.171
FAST,2026-03-31,-0.5672,-0.42,Q3 Low Premium  / Low Risk,46.4,2026-04-17,1.9935,35.633,2.0474,40.511,0.8621,44.414,0.5388,55.145,,,,,,,,,,2026-05-15,3.6099,35.633,3.3405,35.633,1.8319,37.584,0.8082,43.438,2026-06-18,4.8491,31.731,3.3585,33.3573,1.9127,37.0965,1.0668,45.7796,2026-08-21,5.0647,32.219,5.0647,33.1945,3.2328,38.56,1.9666,42.4625,1.99,1.99,0.0,0.2154,0.0559,0.0896,,,,,,,4.74,3.61,1.13,0.3149,0.1013,0.1623,8.73,4.85,3.88,0.4913,0.1528,0.218,9.27,5.06,4.2,0.3818,0.1572,0.2277,0.2278,0.2224,0.2788,0.3563,1.602,0.1339,Very Rich Vol,,,,,0.3563,1.602,0.1339,Very Rich Vol,0.3173,1.426,0.0949,Rich Vol,0.3222,1.448,0.0997,Rich Vol,1,0.73,2.92,2.92,Normal,2,0.73,4.33,4.56,Normal,1.34,1.08,,,,,,,,,,,,,0.04077,-0.000533,0.041303,2.0043,,3.556,4.551,5.0647,0.229,0.165,0.235,Rich + Thin,,Rich + Thin,Rich + Thin,Rich + Thin,1.0738,0.135,Normal,0.181,0.182,0.179
XOM,2026-03-31,-0.57,-0.2617,Q3 Low Premium  / Low Risk,169.66,2026-04-10,1.8257,34.658,1.4617,36.121,0.694,37.5845,0.2898,41.1617,2026-05-01,3.2094,35.1455,2.2457,36.2837,1.1828,37.5843,0.501,41.7528,2026-05-15,4.0507,36.121,2.9839,36.121,1.4249,38.072,0.5835,42.1373,2026-06-18,4.6868,34.983,4.1701,35.1455,2.0983,36.6087,0.7648,41.7308,2026-07-17,5.4973,34.3323,4.4403,34.3327,2.3208,36.121,1.0132,40.7062,2.87,1.83,1.05,0.4164,0.0527,0.0762,5.78,3.21,2.57,0.4689,0.0913,0.134,6.45,4.05,2.4,0.4226,0.1121,0.1691,8.36,4.69,3.67,0.4269,0.134,0.1956,8.61,5.5,3.11,0.3831,0.1601,0.2294,0.2147,0.2396,0.275,0.3466,1.447,0.107,Rich Vol,0.3515,1.467,0.1119,Rich Vol,0.3612,1.508,0.1216,Very Rich Vol,0.3498,1.46,0.1102,Rich Vol,0.3433,1.433,0.1037,Rich Vol,1,0.73,5.38,5.38,Normal,4,1.47,4.13,5.38,Normal,1.44,1.17,,,,,,,,,,,,,0.044802,-6.7e-05,0.044869,1.7529,3.0167,3.8373,4.5835,5.2859,0.313,0.458,0.309,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,1.7642,0.389,Normal,0.226,0.225,0.229
HLT,2026-03-31,-0.5704,-0.8202,Q3 Low Premium  / Low Risk,304.08,2026-04-10,1.6673,30.43,1.1469,31.731,0.7071,42.7873,,,2026-05-01,3.2842,34.3327,1.7758,38.56,1.4552,39.536,,,2026-05-15,3.6388,32.707,2.6802,34.658,1.6196,38.56,0.9948,46.365,2026-06-18,4.2489,32.0563,3.3544,34.658,1.8663,37.5845,0.9373,45.1455,2026-07-17,4.7202,30.43,3.8559,33.1945,2.2609,35.1455,0.9866,41.8772,3.07,1.67,1.4,0.5058,0.0548,0.0679,6.6,3.28,3.32,0.5482,0.0957,0.1338,7.39,3.64,3.75,0.5349,0.1113,0.1482,7.79,4.25,3.54,0.4339,0.1325,0.1731,8.86,4.72,4.14,0.4448,0.1551,0.1923,0.2693,0.2455,0.2367,0.3043,1.24,0.0588,Rich Vol,0.3433,1.399,0.0978,Rich Vol,0.3271,1.332,0.0816,Rich Vol,0.3206,1.306,0.0751,Rich Vol,0.3043,1.24,0.0588,Rich Vol,0,0.0,0.0,2.88,Normal,3,1.1,3.2,3.68,Normal,1.48,1.2,,,,,,,,,,,,,0.036348,-0.000161,0.036509,1.5632,2.9825,3.4471,4.07,4.5473,0.157,0.363,0.162,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,0.5093,0.051,Normal,0.243,0.245,0.245
HD,2026-03-31,-0.5809,-0.6078,Q3 Low Premium  / Low Risk,328.89,2026-04-10,1.6601,30.43,1.2048,33.1942,0.6073,35.633,0.2615,40.8363,2026-05-01,2.9422,31.4057,2.1322,32.219,1.2694,34.9827,0.7024,39.8607,2026-05-15,3.1922,30.0238,2.4046,31.731,1.3708,34.0073,0.6524,39.3728,2026-06-18,4.6967,33.097,3.7969,34.414,2.174,36.6088,0.9656,41.0687,2026-08-21,5.6256,32.0099,5.0807,33.4872,2.7935,35.9585,1.3127,39.5355,3.03,1.66,1.37,0.4992,0.0546,0.0648,5.67,2.94,2.73,0.5149,0.0937,0.1149,5.79,3.19,2.6,0.4565,0.1063,0.1246,7.94,4.7,3.25,0.4286,0.1419,0.1834,9.81,5.63,4.18,0.4068,0.1757,0.2197,0.2652,0.2561,0.2506,0.3043,1.188,0.0482,Equiv. Vol,0.3141,1.226,0.0579,Rich Vol,0.3002,1.172,0.0441,Equiv. Vol,0.331,1.292,0.0749,Rich Vol,0.3201,1.25,0.064,Rich Vol,1,0.73,3.45,3.45,Normal,2,0.73,3.78,4.11,Normal,1.54,1.25,,,,,,,,,,,,,0.051112,0.000249,0.050863,1.569,2.7802,3.0347,4.5167,5.5166,0.454,0.733,0.444,Cheap + Thin,Rich + Thin,Cheap + Thin,Rich + Thin,Rich + Thin,1.1201,0.148,Normal,0.273,0.272,0.274
